STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DMA,Dominica,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,478.7,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DMA,Dominica,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,478.7,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYM,Cayman Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,264,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYM,Cayman Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,264,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TLS,Timor-Leste,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,14870,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TLS,Timor-Leste,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,14870,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBY,Libya,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,1759540,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBY,Libya,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,1759540,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TKL,Tokelau,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,0,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TKL,Tokelau,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,0,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BIH,Bosnia and Herzegovina,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,21879.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BIH,Bosnia and Herzegovina,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,21879.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRD,Grenada,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,177,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRD,Grenada,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,177,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEN,Benin,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,30851.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEN,Benin,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,30351.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BRN,Brunei Darussalam,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,5770,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BRN,Brunei Darussalam,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,5770,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZWE,Zimbabwe,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,173985.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZWE,Zimbabwe,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,173524.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TON,Tonga,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,89.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TON,Tonga,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,89.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEN,Benin,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,114760,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEN,Benin,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,114760,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PHL,Philippines,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,298170,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PHL,Philippines,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,298170,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CMR,Cameroon,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,472710,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CMR,Cameroon,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,472710,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MHL,Marshall Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,94,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MHL,Marshall Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,94,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,QAT,Qatar,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,11490,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,QAT,Qatar,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,11490,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MNP,Northern Mariana Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,243.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MNP,Northern Mariana Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,243.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CZE,Czechia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,78871.04,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CZE,Czechia,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,78871.47,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHS,Bahamas,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,5098.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHS,Bahamas,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,5098.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CZE,Czechia,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,77186.83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CZE,Czechia,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,77171.73,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LKA,Sri Lanka,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,61860,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LKA,Sri Lanka,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,61860,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KEN,Kenya,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,36110.9,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KEN,Kenya,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,36110.9,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,91260,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HUN,Hungary,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,91260,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARE,United Arab Emirates,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,71020,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARE,United Arab Emirates,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,71020,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SDN,Sudan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1878000,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SDN,Sudan,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1878000,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRC,Greece,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,131960,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GRC,Greece,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,131960,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,173364,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,174198,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FJI,Fiji,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,11467,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FJI,Fiji,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,11533.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ATG,Antigua and Barbuda,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,440,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ATG,Antigua and Barbuda,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,440,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAF,Central African Republic,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,622980,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAF,Central African Republic,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,622980,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRO,Faroe Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,1370,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRO,Faroe Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,1370,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NGA,Nigeria,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,214636.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NGA,Nigeria,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,213003.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KOR,Korea,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,100430,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KOR,Korea,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,100440,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBR,Liberia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,111370,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBR,Liberia,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,111370,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,328550,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,328550,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,68890,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,68890,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRN,Iran,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,1622500,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRN,Iran,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,1622500,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NER,Niger,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,1266700,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NER,Niger,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,1266700,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BRA,Brazil,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,8358140,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BRA,Brazil,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,8358140,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PAN,Panama,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,42024.23,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PAN,Panama,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,41910.11,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,6893,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BEL,Belgium,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,6893,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JAM,Jamaica,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,10830,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,JAM,Jamaica,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,10830,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SPM,Saint Pierre and Miquelon,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,12,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SPM,Saint Pierre and Miquelon,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,11.8,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,URY,Uruguay,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,176220,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,URY,Uruguay,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,176220,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GBR,United Kingdom,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,241930,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GBR,United Kingdom,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,241930,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ISL,Iceland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,103000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ISL,Iceland,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,103000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CUB,Cuba,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,103800,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CUB,Cuba,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,103800,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VCT,Saint Vincent and the Grenadines,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,390,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,VCT,Saint Vincent and the Grenadines,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,390,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COK,Cook Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,240,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COK,Cook Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,240,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ALB,Albania,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,28750,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ALB,Albania,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,28750,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDV,Maldives,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,8.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDV,Maldives,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,8.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GNQ,Equatorial Guinea,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,28050,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GNQ,Equatorial Guinea,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,28050,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IND,India,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,724264,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IND,India,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,726928,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,58.733,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,59.644,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AFG,Afghanistan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,652860,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AFG,Afghanistan,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,652860,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARG,Argentina,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,284636.7,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARG,Argentina,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,283552.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KWT,Kuwait,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,17820,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KWT,Kuwait,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,17820,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MNP,Northern Mariana Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,460,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MNP,Northern Mariana Islands,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,460,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBN,Lebanon,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,10450,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LBN,Lebanon,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,10450,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLI,Mali,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1240190,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MLI,Mali,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1240190,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PER,Peru,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1285220,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PER,Peru,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1285220,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SWZ,Eswatini,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,4987.7,,E,Estimated value,0,Units,1,One
